"filename", "language", "YAML", "Markdown", "JSON", "PostCSS", "TypeScript JSX", "XML", "TypeScript", "JavaScript", "JSON with Comments", "HTML", "Python", "pip requirements", "comment", "blank", "total"
"/Users/friedemannfrommelt/steuerpilot/scripts/ingest_bulk_local.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 419, 0, 76, 115, 610
"/Users/friedemannfrommelt/steuerpilot/scripts/jest.config.cjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 2, 1, 20
"/Users/friedemannfrommelt/steuerpilot/scripts/package-lock.json", "JSON", 0, 0, 6816, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6817
"/Users/friedemannfrommelt/steuerpilot/scripts/package.json", "JSON", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"/Users/friedemannfrommelt/steuerpilot/scripts/requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7
"/Users/friedemannfrommelt/steuerpilot/scripts/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 4, 1, 22
"/Users/friedemannfrommelt/steuerpilot/server/jest.config.cjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 17
"/Users/friedemannfrommelt/steuerpilot/server/package-lock.json", "JSON", 0, 0, 8957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8958
"/Users/friedemannfrommelt/steuerpilot/server/package.json", "JSON", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 50
"/Users/friedemannfrommelt/steuerpilot/server/src/__tests__/embedding.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 23, 85
"/Users/friedemannfrommelt/steuerpilot/server/src/__tests__/errors.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 7, 47
"/Users/friedemannfrommelt/steuerpilot/server/src/__tests__/llm.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 6, 37, 232
"/Users/friedemannfrommelt/steuerpilot/server/src/__tests__/resolvers.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 448, 0, 0, 0, 0, 0, 22, 52, 522
"/Users/friedemannfrommelt/steuerpilot/server/src/__tests__/vectorSearch.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 31, 141
"/Users/friedemannfrommelt/steuerpilot/server/src/config/db.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 3, 3, 23
"/Users/friedemannfrommelt/steuerpilot/server/src/errors/EmbeddingError.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/friedemannfrommelt/steuerpilot/server/src/errors/LlmError.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/friedemannfrommelt/steuerpilot/server/src/errors/VectorSearchError.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/friedemannfrommelt/steuerpilot/server/src/errors/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/friedemannfrommelt/steuerpilot/server/src/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 7, 19, 132
"/Users/friedemannfrommelt/steuerpilot/server/src/models/BmfChunk.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 4, 28
"/Users/friedemannfrommelt/steuerpilot/server/src/resolvers/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 8, 18, 149
"/Users/friedemannfrommelt/steuerpilot/server/src/schema/typeDefs.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 2, 35
"/Users/friedemannfrommelt/steuerpilot/server/src/services/embedding.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 8, 15, 106
"/Users/friedemannfrommelt/steuerpilot/server/src/services/llm.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 15, 26, 179
"/Users/friedemannfrommelt/steuerpilot/server/src/services/vectorSearch.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 14, 6, 66
"/Users/friedemannfrommelt/steuerpilot/server/src/types/chunk.types.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/friedemannfrommelt/steuerpilot/server/src/types/context.types.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/friedemannfrommelt/steuerpilot/server/src/types/llm.types.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/friedemannfrommelt/steuerpilot/server/src/types/search.types.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 6, 47
"/Users/friedemannfrommelt/steuerpilot/server/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 4, 1, 24
"Total", "-", 23, 726, 20403, 646, 655, 10, 2179, 225, 50, 13, 419, 7, 277, 995, 26628
